virus_name,pdb_id,protein
Severe acute respiratory syndrome coronavirus 2,9FGR,Spike Protein
Severe acute respiratory syndrome coronavirus 2,9FGS,Spike Protein
Severe acute respiratory syndrome coronavirus 2,9FGT,Spike Protein
Severe acute respiratory syndrome coronavirus 2,9FGU,Spike Protein
Severe acute respiratory syndrome coronavirus 2,9FJK,Spike Protein
Severe acute respiratory syndrome coronavirus 2,9FQ9,Protease
Severe acute respiratory syndrome coronavirus 2,9FQ9,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,9FQA,Protease
Severe acute respiratory syndrome coronavirus 2,9FQA,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,9FW2,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,9FX6,Protease
Severe acute respiratory syndrome coronavirus 2,9FX6,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,9FX7,Protease
Severe acute respiratory syndrome coronavirus 2,9FX7,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,9FZ4,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,9FZK,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,9IK2,Protease
Severe acute respiratory syndrome coronavirus 2,9IK2,NSP Proteins
Human immunodeficiency virus 1,1AVV,Accessory Proteins
Human immunodeficiency virus 1,1AVZ,Accessory Proteins
Human immunodeficiency virus 1,1EFN,Accessory Proteins
Human immunodeficiency virus 1,1RPV,Rev Protein
Human immunodeficiency virus 1,1ULL,Rev Protein
Human immunodeficiency virus 1,1ZEC,Accessory Proteins
Human immunodeficiency virus 1,2LDL,Exon Splicing Silencer
Human immunodeficiency virus 1,2M1A,Rev Protein
Human immunodeficiency virus 1,2NEF,Accessory Proteins
Human immunodeficiency virus 1,2XI1,Accessory Proteins
Human immunodeficiency virus 1,3NFN,Accessory Proteins
Human immunodeficiency virus 1,3QZW,Accessory Proteins
Human immunodeficiency virus 1,3RBB,Accessory Proteins
Human immunodeficiency virus 1,3REA,Accessory Proteins
Human immunodeficiency virus 1,3REB,Accessory Proteins
Human immunodeficiency virus 1,3RL2,Accessory Proteins
Human immunodeficiency virus 1,3TB8,Accessory Proteins
Human immunodeficiency virus 1,3VXM,Accessory Proteins
Human immunodeficiency virus 1,3VXN,Accessory Proteins
Human immunodeficiency virus 1,3VXO,Accessory Proteins
Human immunodeficiency virus 1,3VXP,Accessory Proteins
Human immunodeficiency virus 1,3VXR,Accessory Proteins
Human immunodeficiency virus 1,3VXS,Accessory Proteins
Human immunodeficiency virus 1,3VXU,Accessory Proteins
Human immunodeficiency virus 1,3W0W,Accessory Proteins
Human immunodeficiency virus 1,3WL9,Accessory Proteins
Human immunodeficiency virus 1,3WLB,Accessory Proteins
Human immunodeficiency virus 1,484D,Rev Protein
Human immunodeficiency virus 1,4D8D,Accessory Proteins
Human immunodeficiency virus 1,4EMZ,Accessory Proteins
Human immunodeficiency virus 1,4EN2,Accessory Proteins
Human immunodeficiency virus 1,4HWZ,POL Protein
Human immunodeficiency virus 1,4LNR,Accessory Proteins
Human immunodeficiency virus 1,4NEE,Accessory Proteins
Human immunodeficiency virus 1,4ORZ,Accessory Proteins
Human immunodeficiency virus 1,4U1K,Accessory Proteins
Human immunodeficiency virus 1,4U1L,Accessory Proteins
Human immunodeficiency virus 1,4U1M,Accessory Proteins
Human immunodeficiency virus 1,4U1N,Accessory Proteins
Human immunodeficiency virus 1,4U5W,Accessory Proteins
Human immunodeficiency virus 1,4WU5,Accessory Proteins
Human immunodeficiency virus 1,4WU7,Accessory Proteins
Human immunodeficiency virus 1,5HGA,Accessory Proteins
Human immunodeficiency virus 1,5HGB,Accessory Proteins
Human immunodeficiency virus 1,5HGD,Accessory Proteins
Human immunodeficiency virus 1,5HGH,Accessory Proteins
Human immunodeficiency virus 1,5I8C,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,5TKJ,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,5TKK,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,5VGD,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6B72,Accessory Proteins
Human immunodeficiency virus 1,6BXP,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6BXQ,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6CBP,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6CDM,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6CDO,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6CDP,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6CM9,Accessory Proteins
Human immunodeficiency virus 1,6CRI,Accessory Proteins
Human immunodeficiency virus 1,6D83,Accessory Proteins
Human immunodeficiency virus 1,6D84,Accessory Proteins
Human immunodeficiency virus 1,6DFF,Accessory Proteins
Human immunodeficiency virus 1,6FY1,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6H1K,Stem-Loop RNA Element
Human immunodeficiency virus 1,6HIP,Rev Protein
Human immunodeficiency virus 1,6MQC,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6MQE,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6MQR,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6MQS,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6N16,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6P60,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6P7H,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6P8D,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6PDR,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6PDS,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6PDU,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6PEC,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6PEF,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6UBI,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6UCE,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6UCF,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6URI,Accessory Proteins
Human immunodeficiency virus 1,6WWC,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6WX2,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6X78,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,6X7W,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,7D7S,Accessory Proteins
Human immunodeficiency virus 1,7DNE,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,7DNF,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,7DNG,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,7UX3,Accessory Proteins
Human immunodeficiency virus 1,8D4C,Accessory Proteins
Human immunodeficiency virus 1,8D4D,Accessory Proteins
Human immunodeficiency virus 1,8D4E,Accessory Proteins
Human immunodeficiency virus 1,8D4F,Accessory Proteins
Human immunodeficiency virus 1,8D4G,Accessory Proteins
Human immunodeficiency virus 1,8D9R,Accessory Proteins
Human immunodeficiency virus 1,8D9S,Accessory Proteins
Human immunodeficiency virus 1,8D9T,Accessory Proteins
Human immunodeficiency virus 1,8D9U,Accessory Proteins
Human immunodeficiency virus 1,8D9V,Accessory Proteins
Human immunodeficiency virus 1,8D9W,Accessory Proteins
Human immunodeficiency virus 1,8ELI,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,8EQN,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,8F2P,Accessory Proteins
Human immunodeficiency virus 1,8GVB,Accessory Proteins
Human papillomavirus 11,1R6K,Envelope Protein/Glycoprotein
Human papillomavirus 11,1R6N,Envelope Protein/Glycoprotein
Human papillomavirus 16,1BY9,Envelope Protein/Glycoprotein
Human papillomavirus 16,1DTO,Envelope Protein/Glycoprotein
Human papillomavirus 16,1R8P,Envelope Protein/Glycoprotein
Human papillomavirus 16,1ZZF,Envelope Protein/Glycoprotein
Human papillomavirus 16,2FK4,Envelope Protein/Glycoprotein
Human papillomavirus 16,2KPL,Envelope Protein/Glycoprotein
Human papillomavirus 16,2LJX,Envelope Protein/Glycoprotein
Human papillomavirus 16,2LJY,Envelope Protein/Glycoprotein
Human papillomavirus 16,2LJZ,Envelope Protein/Glycoprotein
Human papillomavirus 16,2NNU,Envelope Protein/Glycoprotein
Human papillomavirus 16,2Q79,Envelope Protein/Glycoprotein
Human papillomavirus 16,3MI7,Envelope Protein/Glycoprotein
Human papillomavirus 16,4GIZ,Envelope Protein/Glycoprotein
Human papillomavirus 16,4JOP,Envelope Protein/Glycoprotein
Human papillomavirus 16,4XR8,Envelope Protein/Glycoprotein
Human papillomavirus 16,6HKS,Envelope Protein/Glycoprotein
Human papillomavirus 16,6SIV,Envelope Protein/Glycoprotein
Human papillomavirus 16,6SJA,Envelope Protein/Glycoprotein
Human papillomavirus 16,6TWU,Envelope Protein/Glycoprotein
Human papillomavirus 16,7SQP,Envelope Protein/Glycoprotein
Human papillomavirus 16,7SR0,Envelope Protein/Glycoprotein
Human papillomavirus 16,7SR3,Envelope Protein/Glycoprotein
Human papillomavirus 16,7SR4,Envelope Protein/Glycoprotein
Human papillomavirus 16,7SSH,Envelope Protein/Glycoprotein
Human papillomavirus 16,7ST3,Envelope Protein/Glycoprotein
Human papillomavirus 16,7UAJ,Envelope Protein/Glycoprotein
Human papillomavirus 16,8B87,Envelope Protein/Glycoprotein
Human papillomavirus 16,8B9T,Envelope Protein/Glycoprotein
Human papillomavirus 16,8GCR,Envelope Protein/Glycoprotein
Human papillomavirus 16,8JRN,Envelope Protein/Glycoprotein
Human papillomavirus 16,8JRO,Envelope Protein/Glycoprotein
Human papillomavirus 16,8JRP,Envelope Protein/Glycoprotein
Human papillomavirus 16,8JRQ,Envelope Protein/Glycoprotein
Human papillomavirus 16,8JRR,Envelope Protein/Glycoprotein
Human papillomavirus 16,8R1F,Envelope Protein/Glycoprotein
Human papillomavirus 16,8R1G,Envelope Protein/Glycoprotein
Human papillomavirus 18,1F9F,Envelope Protein/Glycoprotein
Human papillomavirus 18,1JJ4,Envelope Protein/Glycoprotein
Human papillomavirus 18,1R9W,Envelope Protein/Glycoprotein
Human papillomavirus 18,2I04,Envelope Protein/Glycoprotein
Human papillomavirus 18,4JOR,Envelope Protein/Glycoprotein
Human papillomavirus 18,6IWD,Envelope Protein/Glycoprotein
Human papillomavirus 18,6SJV,Envelope Protein/Glycoprotein
Human papillomavirus 18,6ZFD,Envelope Protein/Glycoprotein
Human papillomavirus 18,6ZFG,Envelope Protein/Glycoprotein
Human papillomavirus 18,8B82,Envelope Protein/Glycoprotein
Human papillomavirus 18,8OEP,Envelope Protein/Glycoprotein
Human papillomavirus 26,2M3L,Envelope Protein/Glycoprotein
Human papillomavirus 26,2M3M,Envelope Protein/Glycoprotein
Human papillomavirus 31,1A7G,Envelope Protein/Glycoprotein
Human papillomavirus 31,6SLM,Envelope Protein/Glycoprotein
Human papillomavirus 35,7P70,Envelope Protein/Glycoprotein
Human papillomavirus 35,7P71,Envelope Protein/Glycoprotein
Human papillomavirus 45,2EWL,Envelope Protein/Glycoprotein
Human papillomavirus 45,2F8B,Envelope Protein/Glycoprotein
Human papillomavirus 49,6SMV,Envelope Protein/Glycoprotein
Human papillomavirus 51,2M3L,Envelope Protein/Glycoprotein
Human papillomavirus 51,2M3M,Envelope Protein/Glycoprotein
Human papillomavirus 53,8B8O,Envelope Protein/Glycoprotein
Human papillomavirus 6,1R6K,Envelope Protein/Glycoprotein
Human papillomavirus 6,1R6N,Envelope Protein/Glycoprotein
Human papillomavirus 6,1R8H,Envelope Protein/Glycoprotein
Human papillomavirus 6,2AYB,Envelope Protein/Glycoprotein
Human papillomavirus 6,2AYE,Envelope Protein/Glycoprotein
Human papillomavirus 6,2AYG,Envelope Protein/Glycoprotein
Human papillomavirus 66,8B8O,Envelope Protein/Glycoprotein
Human papillomavirus type 16,1BY9,Envelope Protein/Glycoprotein
Human papillomavirus type 16,1DTO,Envelope Protein/Glycoprotein
Human papillomavirus type 16,1R8P,Envelope Protein/Glycoprotein
Human papillomavirus type 16,1ZZF,Envelope Protein/Glycoprotein
Human papillomavirus type 16,2FK4,Envelope Protein/Glycoprotein
Human papillomavirus type 16,2KPL,Envelope Protein/Glycoprotein
Human papillomavirus type 16,2LJX,Envelope Protein/Glycoprotein
Human papillomavirus type 16,2LJY,Envelope Protein/Glycoprotein
Human papillomavirus type 16,2LJZ,Envelope Protein/Glycoprotein
Human papillomavirus type 16,2NNU,Envelope Protein/Glycoprotein
Human papillomavirus type 16,2Q79,Envelope Protein/Glycoprotein
Human papillomavirus type 16,3MI7,Envelope Protein/Glycoprotein
Human papillomavirus type 16,4GIZ,Envelope Protein/Glycoprotein
Human papillomavirus type 16,4JOP,Envelope Protein/Glycoprotein
Human papillomavirus type 16,4XR8,Envelope Protein/Glycoprotein
Human papillomavirus type 16,6HKS,Envelope Protein/Glycoprotein
Human papillomavirus type 16,6SIV,Envelope Protein/Glycoprotein
Human papillomavirus type 16,6SJA,Envelope Protein/Glycoprotein
Human papillomavirus type 16,6TWU,Envelope Protein/Glycoprotein
Human papillomavirus type 16,7SQP,Envelope Protein/Glycoprotein
Human papillomavirus type 16,7SR0,Envelope Protein/Glycoprotein
Human papillomavirus type 16,7SR3,Envelope Protein/Glycoprotein
Human papillomavirus type 16,7SR4,Envelope Protein/Glycoprotein
Human papillomavirus type 16,7SSH,Envelope Protein/Glycoprotein
Human papillomavirus type 16,7ST3,Envelope Protein/Glycoprotein
Human papillomavirus type 16,7UAJ,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8B87,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8B9T,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8GCR,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8JRN,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8JRO,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8JRP,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8JRQ,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8JRR,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8R1F,Envelope Protein/Glycoprotein
Human papillomavirus type 16,8R1G,Envelope Protein/Glycoprotein
Human papillomavirus type 6a,1R8H,Envelope Protein/Glycoprotein
Human papillomavirus type 6a,2AYB,Envelope Protein/Glycoprotein
Human papillomavirus type 6a,2AYE,Envelope Protein/Glycoprotein
Human papillomavirus type 6a,2AYG,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7MLX,Programmed 1 Ribosomal Frameshifting Element
Severe acute respiratory syndrome coronavirus 2,7NTK,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7O7Y,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7O7Z,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7O80,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7O81,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7QCR,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7QCS,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7QCT,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7VGR,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7VGS,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7YC2,Accessory Proteins
Severe acute respiratory syndrome coronavirus 2,8QO5,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,1ETF,Rev Protein
Human immunodeficiency virus 1,1ETG,Rev Protein
Human immunodeficiency virus 1,1G70,Rev Protein
Human immunodeficiency virus 1,2X7L,Rev Protein
Human immunodeficiency virus 1,3LPH,Rev Protein
Human immunodeficiency virus 1,4PMI,Rev Protein
Human immunodeficiency virus 1,5DHV,Rev Protein
Human immunodeficiency virus 1,5DHX,Rev Protein
Human immunodeficiency virus 1,5DHY,Rev Protein
Human immunodeficiency virus 1,5DHZ,Rev Protein
Human immunodeficiency virus 1,6BSY,Rev Protein
Human immunodeficiency virus 1,6CF2,Rev Protein
Human immunodeficiency virus 1,7U0F,Rev Protein
Human immunodeficiency virus 1,1E27,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,1E28,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,1P7Q,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,1QVO,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,3GIV,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,3RL1,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,4G8G,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,4G9D,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,5XOV,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,6BJ2,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,6BJ3,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,6CPO,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,6DC3,Fusion Protein
Human immunodeficiency virus 1,6DC5,Fusion Protein
Human immunodeficiency virus 1,6EWA,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,6GL1,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,6P23,Peptide Binding Domains Complexed with MHC
Human immunodeficiency virus 1,6P27,Peptide Binding Domains Complexed with MHC
